ntasks,algo,freq,total_time_s,task_id,work_time_s,switch_time_s,load_balancer_time_s
32,hilbert,1,2.49893,27,2.088258,0.008414,0.365911
32,hilbert,1,2.49893,24,1.957239,0.008182,0.497143
32,hilbert,1,2.49893,0,1.545152,0.001593,0.915845
32,hilbert,1,2.49893,6,1.784161,0.007929,0.670496
32,hilbert,1,2.49893,25,1.976656,0.008882,0.477032
32,hilbert,1,2.49893,17,1.786666,0.009009,0.666894
32,hilbert,1,2.49893,22,1.947455,0.008247,0.506832
32,hilbert,1,2.49893,8,1.77104,0.008209,0.683334
32,hilbert,1,2.49893,5,1.714722,0.008412,0.739406
32,hilbert,1,2.49893,21,1.916711,0.008712,0.537155
32,hilbert,1,2.49893,4,1.650742,0.008385,0.803423
32,hilbert,1,2.49893,9,1.806278,0.009136,0.647162
32,hilbert,1,2.49893,30,2.136915,0.008076,0.317503
32,hilbert,1,2.49893,15,2.002193,0.0088,0.451584
32,hilbert,1,2.49893,11,1.874158,0.008619,0.579807
32,hilbert,1,2.49893,28,2.054074,0.007956,0.400509
32,gilbert,1,3.121966,18,1.860292,0.001625,1.224698
32,gilbert,1,3.121966,1,1.622633,0.138143,1.325826
32,gilbert,1,3.121966,27,2.088445,0.116609,0.881539
32,gilbert,1,3.121966,9,1.806278,0.051471,1.228842
32,gilbert,1,3.121966,7,1.785581,0.017016,1.284025
32,gilbert,1,3.121966,16,1.770525,0.107002,1.208999
32,gilbert,1,3.121966,6,1.783981,0.027936,1.274631
32,gilbert,1,3.121966,21,1.917043,0.143819,1.02574
32,gilbert,1,3.121966,17,1.787086,0.001387,1.298135
32,gilbert,1,3.121966,24,1.957417,0.14708,0.982103
32,gilbert,1,3.121966,19,1.914511,0.110745,1.061261
32,gilbert,1,3.121966,26,2.064914,0.147479,0.874156
32,gilbert,1,3.121966,20,1.8442,0.145201,1.097202
32,gilbert,1,3.121966,15,2.00251,0.119221,0.964881
32,gilbert,1,3.121966,23,1.974911,0.143857,0.967813
32,gilbert,1,3.121966,8,1.770998,0.01694,1.298663
32,gilbert,1,3.121966,13,1.915346,0.154906,1.01631
32,gilbert,1,3.121966,12,1.834273,0.154051,1.098253
32,gilbert,1,3.121966,22,1.947769,0.143976,0.994865
32,gilbert,1,3.121966,5,1.714839,0.023839,1.347914
32,gilbert,1,3.121966,10,1.874614,0.020574,1.191411
32,gilbert,1,3.121966,3,1.710211,0.013868,1.362523
32,gilbert,1,3.121966,14,1.947257,0.148688,0.99066
32,gilbert,1,3.121966,2,1.686017,0.141483,1.25913
32,gilbert,1,3.121966,25,1.976696,0.152989,0.956904
32,gilbert,1,3.121966,28,2.054272,0.143362,0.888963
32,gilbert,1,3.121966,0,1.545146,0.134675,1.406752
32,gilbert,1,3.121966,29,2.065593,0.143221,0.877796
32,gilbert,1,3.121966,31,2.177077,0.149136,0.760406
32,gilbert,1,3.121966,11,1.874438,0.1463,1.06586
32,gilbert,1,3.121966,4,1.650838,0.024281,1.411472
32,gilbert,1,3.121966,30,2.135671,0.116797,0.83413
32,rcb,1,2.59077,5,1.719803,0.007166,0.836688
32,rcb,1,2.59077,1,1.692059,0.002106,0.871112
32,rcb,1,2.59077,26,2.049057,0.009249,0.504526
32,rcb,1,2.59077,19,1.913479,0.009873,0.639614
32,rcb,1,2.59077,7,1.815342,0.007082,0.742026
32,rcb,1,2.59077,6,1.759215,0.00812,0.79623
32,rcb,1,2.59077,28,2.04934,0.01041,0.50331
32,rcb,1,2.59077,31,2.217558,0.015798,0.326834
32,rcb,1,2.59077,22,1.95734,0.010177,0.595513
32,rcb,1,2.59077,23,2.001745,0.006652,0.555753
32,rcb,1,2.59077,14,1.959504,0.006744,0.596007
32,rcb,1,2.59077,17,1.806567,0.02111,0.729378
32,rcb,1,2.59077,16,1.726014,0.004473,0.834765
32,rcb,1,2.59077,9,1.805521,0.008184,0.749583
32,rcb,1,2.59077,13,1.912752,0.010258,0.638637
32,rcb,1,2.59077,8,1.743555,0.006332,0.814323
32,rcb,1,2.59077,0,1.428212,0.001299,1.135746
32,rcb,1,2.59077,30,2.13713,0.009364,0.417633
32,rcb,1,2.59077,12,1.853542,0.008749,0.701105
32,rcb,1,2.59077,4,1.649373,0.011555,0.897805
32,rcb,1,2.59077,3,1.695589,0.013057,0.849012
32,rcb,1,2.59077,18,1.842321,0.01285,0.704061
32,rcb,1,2.59077,21,1.893266,0.019763,0.6458
32,rcb,1,2.59077,15,2.019139,0.026199,0.511287
32,rcb,1,2.59077,11,1.918421,0.013636,0.626825
32,rcb,1,2.59077,20,1.853869,0.01339,0.693633
32,rcb,1,2.59077,29,2.101453,0.023377,0.432374
32,rcb,1,2.59077,27,2.102368,0.016615,0.442523
32,rcb,1,2.59077,10,1.856297,0.007253,0.700066
32,rcb,1,2.59077,25,1.996125,0.022284,0.539207
32,rcb,1,2.59077,2,1.645765,0.010597,0.901085
32,rcb,1,2.59077,24,1.935595,0.014053,0.611657
32,rcbincr,1,2.612252,0,1.427554,0.001351,1.158088
32,rcbincr,1,2.612252,1,1.692034,0.001601,0.89346
32,rcbincr,1,2.612252,9,1.805312,0.006106,0.773854
32,rcbincr,1,2.612252,5,1.719687,0.003689,0.863461
32,rcbincr,1,2.612252,31,2.217118,0.005541,0.363738
32,rcbincr,1,2.612252,11,1.918449,0.01415,0.648854
32,rcbincr,1,2.612252,27,2.102439,0.006395,0.477828
32,rcbincr,1,2.612252,28,2.049265,0.011788,0.52337
32,rcbincr,1,2.612252,26,2.048735,0.008149,0.528742
32,rcbincr,1,2.612252,21,1.893089,0.007981,0.68453
32,rcbincr,1,2.612252,22,1.957304,0.008027,0.619939
32,rcbincr,1,2.612252,4,1.649054,0.009105,0.923516
32,rcbincr,1,2.612252,15,2.019089,0.013643,0.552388
32,rcbincr,1,2.612252,25,1.996036,0.014811,0.571701
32,rcbincr,1,2.612252,8,1.743456,0.007631,0.835035
32,rcbincr,1,2.612252,20,1.853862,0.005275,0.727603
32,rcbincr,1,2.612252,3,1.695388,0.004545,0.885429
32,rcbincr,1,2.612252,10,1.856241,0.010814,0.717648
32,rcbincr,1,2.612252,29,2.101231,0.011448,0.471151
32,rcbincr,1,2.612252,13,1.91245,0.012214,0.659415
32,rcbincr,1,2.612252,12,1.853506,0.009526,0.719481
32,rcbincr,1,2.612252,17,1.806158,0.017936,0.75677
32,rcbincr,1,2.612252,23,2.001584,0.016376,0.563611
32,rcbincr,1,2.612252,2,1.645607,0.010287,0.924488
